ID,2023-04-05,2023-04-06,2023-04-07,2023-04-08,2023-04-09,2023-04-10,2023-04-11,2023-04-12,2023-04-13,2023-04-14,2023-04-15,2023-04-16,2023-04-17,2023-04-18,2023-04-19,2023-04-20,2023-04-21,2023-04-22,2023-04-23,2023-04-24,2023-04-25
2217,12,10,10,9,10,10,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8
2218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2221,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2222,24,28,31,31,32,32,33,33,34,34,34,35,35,35,36,37,37,37,38,38,39
2223,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,3
2224,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
2225,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
2227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2230,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2
2231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2233,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
2234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2235,13,11,8,8,8,8,8,8,8,7,7,7,7,8,8,7,7,7,7,7,7
2236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2237,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2238,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2239,9,8,7,6,6,7,7,7,6,6,6,6,6,6,7,6,6,6,6,6,6
2240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2242,71,58,52,51,52,52,50,48,45,44,44,45,46,45,43,41,40,40,41,41,41
2243,2,4,4,5,5,5,5,5,5,6,6,6,6,6,6,7,7,7,7,7,7
2244,15,12,10,9,9,9,9,9,9,8,8,8,8,8,8,8,8,7,7,8,8
2245,30,22,13,10,10,11,11,11,10,9,8,8,9,9,9,9,8,7,7,7,8
2246,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2248,13,12,11,10,10,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10
2249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2250,4,4,3,3,3,3,4,4,3,3,3,3,3,4,4,3,3,3,3,3,4
2251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2253,3,2,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0
2254,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
2255,6,6,5,5,5,5,5,5,5,5,4,4,5,5,5,4,4,4,4,4,4
2256,10,8,6,5,5,5,6,6,5,5,5,5,5,5,5,5,5,4,4,5,5
2257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2258,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2260,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2261,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
2262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2263,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3
2264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2265,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2274,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2276,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
2277,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2278,7,6,5,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4
2279,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2280,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
2283,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
2284,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2289,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2294,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2295,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2299,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2300,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2301,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
2302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2303,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2304,16,17,16,15,16,17,17,17,17,17,17,17,18,18,19,19,19,19,19,19,20
2305,9,11,11,11,12,12,13,13,13,13,13,13,14,14,15,15,15,15,15,16,16
2306,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
2307,1,2,3,3,4,4,4,4,4,4,4,5,5,5,5,5,5,6,6,6,6
2308,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2
2309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2310,12,12,11,11,11,11,11,11,11,11,11,11,11,11,12,11,11,11,11,12,12
2311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2315,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2316,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2317,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
2318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2321,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2323,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2329,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
2330,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2331,110,170,209,228,238,250,261,267,276,288,294,304,309,316,330,339,348,360,366,376,388
2332,1,2,3,3,3,3,4,4,4,4,4,4,4,4,5,5,5,5,5,5,6
2333,2,3,3,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6
2334,5,8,10,11,12,12,13,13,14,14,15,15,15,16,16,17,17,18,18,19,19
2335,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2
2336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2339,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2340,2,3,3,4,4,4,4,4,4,5,5,5,5,5,5,6,6,6,6,6,6
2341,20,19,18,18,18,18,18,18,17,17,17,17,17,17,17,16,16,16,16,16,16
2342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2343,2,3,3,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,6,6
2344,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2345,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
2346,2,3,4,4,4,4,5,5,5,5,5,6,6,6,6,6,6,7,7,7,7
2347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2351,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
2352,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
2353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2356,4,6,7,7,8,8,9,9,9,9,10,10,10,11,11,11,12,12,12,13,13
2357,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2358,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2359,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2362,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2363,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2364,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2365,10,9,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,7
2366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2369,10,9,8,7,7,7,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7
2370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2371,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2376,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
2377,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2380,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
2381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2382,132,124,118,115,115,115,115,113,111,109,108,108,109,108,107,106,104,103,102,103,103
2383,9,8,7,6,6,7,7,7,7,6,6,6,6,7,7,6,6,6,6,6,6
2384,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2385,10,11,12,12,12,13,13,13,13,13,13,13,14,14,14,14,14,14,14,15,15
2386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2388,7,5,4,4,4,4,4,4,4,3,4,4,4,4,3,3,3,3,3,3,3
2389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
2390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2391,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2
2392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
2393,50,46,41,39,39,40,41,41,40,38,37,38,38,39,39,38,37,36,36,37,38
2394,92,97,101,102,102,101,99,100,100,101,100,100,99,97,98,98,99,98,97,97,96
2395,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2396,9,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,7
2397,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3
2398,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2
2399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2402,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
2403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2405,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5
2406,10,8,8,8,8,8,8,7,7,7,7,7,7,7,6,6,6,6,6,6,6
2407,10,8,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5
2408,11,8,5,5,5,5,5,5,5,4,4,4,4,4,5,4,4,4,4,4,4
2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410,89,72,51,44,44,46,49,49,46,42,39,40,43,45,45,43,39,37,37,40,42
2411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2419,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
2420,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2421,13,11,10,9,9,9,9,9,9,8,8,9,9,9,9,8,8,8,8,8,8
2422,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2423,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2424,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2
2425,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2428,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2433,5,8,10,11,11,12,13,13,13,14,14,15,15,15,16,17,17,18,18,19,19
2434,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2
2435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2436,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
2437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2438,15,12,8,7,7,7,8,7,7,7,6,6,7,7,7,6,6,6,6,6,6
2439,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2
2440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2441,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3
2442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2444,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
2445,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2447,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2448,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5
2449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2451,103,92,78,73,73,75,76,76,74,71,68,69,71,72,72,70,67,65,65,67,68
2452,1,3,3,4,4,4,4,4,5,5,5,5,5,5,6,6,6,6,6,7,7
2453,24,20,14,12,12,12,13,13,12,11,11,11,11,12,12,11,10,10,10,10,11
2454,17,19,22,22,22,22,21,21,22,22,22,22,22,21,21,22,22,22,22,21,21
2455,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2456,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2457,16,15,14,13,13,13,14,14,13,13,13,13,13,13,13,13,13,12,12,13,13
2458,85,80,74,71,72,73,73,73,72,70,69,69,71,71,71,70,69,68,68,69,70
2459,15,14,12,11,11,11,12,12,11,11,11,11,11,11,11,11,11,10,10,11,11
2460,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
2461,15,13,10,9,9,9,9,9,9,8,8,8,8,9,9,8,8,7,7,8,8
2462,1,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,5,5,5,5
2463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2465,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2466,78,74,72,72,72,72,70,69,68,67,67,67,67,66,65,64,63,63,63,64,63
2467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2471,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2479,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2482,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
2493,2,3,4,4,4,5,5,5,5,5,5,6,6,6,6,6,6,7,7,7,7
2494,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3
2495,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5
2496,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2497,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2498,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2499,15,13,10,9,9,9,10,9,9,8,8,8,9,9,9,8,8,8,8,8,8
2500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
2501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2505,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2506,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2507,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
2508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2509,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2512,1,2,3,3,3,4,4,4,4,4,4,4,4,5,5,5,5,5,5,6,6
2513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2514,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2515,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2516,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2
2517,9,19,24,27,28,30,31,32,34,35,36,37,38,39,41,42,44,45,46,48,49
2518,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2519,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
2520,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4
2521,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2522,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5
2523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
